state_body,state_body_total,program_code,program_code_ext,program_name,program_goal,program_result_desc,program_total,subprogram_code,subprogram_name,subprogram_desc,subprogram_type,subprogram_total
ՀՀ  աշխատանքի և սոցիալական հարցերի նախարարություն,993017619.4,1160,1160,Հաշմանդամություն ունեցող անձանց սոցիալական ներառում,Հաշմանդամություն ունեցող անձանց հիմնական պահանջմունքների և սոցիալական կարիքների բավարարում և սոցիալական ներառում հասարակություն,Հաշմանդամություն ունեցող անձանց մատուցվող սոցիալական ծառայությունների հասցեականության և արդյունավետության բարձրացում,4497549.8,11009,Տեսողության խնդիրներ ունեցող անձանց սոցիալ-հոգեբանական վերականգնում,Չտեսնող անձանց համապատասխան հմտությունների ուսուցում` տարածության մեջ սպիտակ ձեռնափայտերի օգնությամբ ինքնուրույն տեղաշարժվելու և հասարակության մեջ ներառվելու համար,Ծառայությունների մատուցում,11561.6
ՀՀ  աշխատանքի և սոցիալական հարցերի նախարարություն,993017619.4,1160,1160,Հաշմանդամություն ունեցող անձանց սոցիալական ներառում,Հաշմանդամություն ունեցող անձանց հիմնական պահանջմունքների և սոցիալական կարիքների բավարարում և սոցիալական ներառում հասարակություն,Հաշմանդամություն ունեցող անձանց մատուցվող սոցիալական ծառայությունների հասցեականության և արդյունավետության բարձրացում,4497549.8,11012,Հաշմանդամություն ունեցող անձանց սոցիալ- վերականգնողական ծառայություններ ցերեկային կենտրոնում,Մտավոր և հոգեկան խնդիրներ ունեցող անձանց սոցիալ-վերականգնողական ծառայությունների մատուցում ցերեկային կենտրոնում,Ծառայությունների մատուցում,218640.1
ՀՀ  աշխատանքի և սոցիալական հարցերի նախարարություն,993017619.4,1160,1160,Հաշմանդամություն ունեցող անձանց սոցիալական ներառում,Հաշմանդամություն ունեցող անձանց հիմնական պահանջմունքների և սոցիալական կարիքների բավարարում և սոցիալական ներառում հասարակություն,Հաշմանդամություն ունեցող անձանց մատուցվող սոցիալական ծառայությունների հասցեականության և արդյունավետության բարձրացում,4497549.8,11013,Հաշմանդամություն ունեցող անձանց շուրջօրյա  խնամքի  ծառայություներ համայնքահենք փոքր խմբային տներում,Հաշմանդամություն ունեցող անձանց շուրջօրյա  խնամքի  ծառայություներ համայնքահենք փոքր խմբային տներում,Ծառայությունների մատուցում,243601.0
ՀՀ  աշխատանքի և սոցիալական հարցերի նախարարություն,993017619.4,1160,1160,Հաշմանդամություն ունեցող անձանց սոցիալական ներառում,Հաշմանդամություն ունեցող անձանց հիմնական պահանջմունքների և սոցիալական կարիքների բավարարում և սոցիալական ներառում հասարակություն,Հաշմանդամություն ունեցող անձանց մատուցվող սոցիալական ծառայությունների հասցեականության և արդյունավետության բարձրացում,4497549.8,11016,Անձնական օգնականի ծառայություն,Աջակցություն հաշմանդամություն ունեցող անձանց անկախ ապրելուն,Ծառայությունների մատուցում,335916.0
ՀՀ  աշխատանքի և սոցիալական հարցերի նախարարություն,993017619.4,1160,1160,Հաշմանդամություն ունեցող անձանց սոցիալական ներառում,Հաշմանդամություն ունեցող անձանց հիմնական պահանջմունքների և սոցիալական կարիքների բավարարում և սոցիալական ներառում հասարակություն,Հաշմանդամություն ունեցող անձանց մատուցվող սոցիալական ծառայությունների հասցեականության և արդյունավետության բարձրացում,4497549.8,12001,Պետական հավաստագրերով աջակցող միջոցների տրամադրում և դրանց վերանորոգում,Հաշմանդամություն ունեցող անձանց աջակցող միջոցների տրամադրում պետական հավաստագրերի միջոցով և աջակցող միջոցների վերանորոգում,Տրանսֆերտների տրամադրում,3036610.1
ՀՀ  աշխատանքի և սոցիալական հարցերի նախարարություն,993017619.4,1160,1160,Հաշմանդամություն ունեցող անձանց սոցիալական ներառում,Հաշմանդամություն ունեցող անձանց հիմնական պահանջմունքների և սոցիալական կարիքների բավարարում և սոցիալական ներառում հասարակություն,Հաշմանդամություն ունեցող անձանց մատուցվող սոցիալական ծառայությունների հասցեականության և արդյունավետության բարձրացում,4497549.8,32001,Մեծամորում հաշմանդամություն ունեցող անձանց համար անկախ կյանքի կենտրոնի կառուցում,"Հաշմանդամություն ունեցող անձանց սոցիալական, մասնագիտական ծառայությունների զարգացման և տրամադրման, կենցաղավարման ծրագրերի, տարբեր թերապիաների միջոցով անկախ կյանքի ծառայություններ մատուցելու նպատակով անկախ կյանքի կենտրոնի կառուցում",Այլ պետական կազմակերպությունների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,651221.0
ՀՀ  աշխատանքի և սոցիալական հարցերի նախարարություն,993017619.4,1184,1184,Ավանդների և այլ փոխհատուցումներ,«ՎՏԲ-Հայաստան» ՓԲԸ-ում ավանդատու հանդիսացող և նախկին ԽՍՀՄ Խնայբանկի ՀԽՍՀ հանրապետական բանկում մինչև 1993 թվականի հունիսի 10-ը ներդրված դրամական ավանդների փոխհատուցում և անավարտ շինարարության բնակարանաշինարարական կոոպերատիվների փայատերերի կողմից Խորհրդային,Փոխհատուցված ավանդատու անձանց ընդգրկվածության աճ և փայատերերի թիվը,1010000.0,11001,Մինչև 1993 թվականի հունիսի 10-ը ներդրված ավանդների դիմաց փոխհատուցման միջոցառման իրականացման ապահովում,«ՎՏԲ-Հայաստան» ՓԲԸ-ում ավանդատու հանդիսացող և նախկին ԽՍՀՄ Խնայբանկի ՀԽՍՀ հանրապետական բանկում մինչև 1993 թվականի հունիսի 10-ը ավանդներ ներդրած քաղաքացիների փոխհատուցման վճարման ծառայությունների ձեռքբերում,Ծառայությունների մատուցում,10000.0
ՀՀ  աշխատանքի և սոցիալական հարցերի նախարարություն,993017619.4,1184,1184,Ավանդների և այլ փոխհատուցումներ,«ՎՏԲ-Հայաստան» ՓԲԸ-ում ավանդատու հանդիսացող և նախկին ԽՍՀՄ Խնայբանկի ՀԽՍՀ հանրապետական բանկում մինչև 1993 թվականի հունիսի 10-ը ներդրված դրամական ավանդների փոխհատուցում և անավարտ շինարարության բնակարանաշինարարական կոոպերատիվների փայատերերի կողմից Խորհրդային,Փոխհատուցված ավանդատու անձանց ընդգրկվածության աճ և փայատերերի թիվը,1010000.0,12001,"«ՎՏԲ- Հայաստան» ՓԲԸ-ում ավանդատու հանդիսացող քաղաքացիների, որպես նախկին ԽՍՀՄ Խնայբանկի ՀԽՍՀ հանրապետական բանկում մինչև 1993 թվականի հունիսի 10-ը ներդրված դրամական ավանդների դիմաց փոխհատուցում",«ՎՏԲ-Հայաստան» ՓԲԸ-ում ավանդատու հանդիսացող քաղաքացիների՛ որպես նախկին ԽՍՀՄ Խնայբանկի ՀԽՍՀ հանրապետական բանկում մինչև 1993 թվականի հունիսի 10-ը ներդրված ավանդների դիմաց փոխհատուցման տրամադրում,Տրանսֆերտների տրամադրում,1000000.0
ՀՀ  աշխատանքի և սոցիալական հարցերի նախարարություն,993017619.4,1205,1205,Սոցիալական ապահովություն,Սոցիալական ապահովության իրավունքի իրականացման ապահովում,Սոցիալական ապահովության իրավունքի իրականացում,140051862.1,12001,"Ծերության, հաշմանդամության, կերակրողին կորցնելու դեպքում նպաստներ","Ծերության, հաշմանդամության, կերակրողին կորցնելու դեպքում սոցիալական նպաստների տրամադրում",Տրանսֆերտների տրամադրում,59307000.0
ՀՀ  աշխատանքի և սոցիալական հարցերի նախարարություն,993017619.4,1205,1205,Սոցիալական ապահովություն,Սոցիալական ապահովության իրավունքի իրականացման ապահովում,Սոցիալական ապահովության իրավունքի իրականացում,140051862.1,12002,"Կենսաթոշակ, ծերության նպաստ, կերակրողին կորցնելու դեպքում նպաստ կամ հաշմանդամության նպաստ ստանալու իրավունք ունեցող անձանց մահվան դեպքում տրվող թաղման նպաստ","Կենսաթոշակ, ծերության նպաստ, կերակրողին կորցնելու դեպքում նպաստ կամ հաշմանդամության նպաստ ստանալու իրավունք ունեցող անձանց մահվան դեպքում տրվող թաղման նպաստի տրամադրում",Տրանսֆերտների տրամադրում,4400000.0
ՀՀ  աշխատանքի և սոցիալական հարցերի նախարարություն,993017619.4,1205,1205,Սոցիալական ապահովություն,Սոցիալական ապահովության իրավունքի իրականացման ապահովում,Սոցիալական ապահովության իրավունքի իրականացում,140051862.1,12003,ՀՀ քաղաքացիական գործերով վերաքննիչ դատարանի վճիռների համաձայն կերակրողը կորցրած անձանց կրած վնասի փոխհատուցում,ՀՀ քաղաքացիական գործերով վերաքննիչ դատարանի 2010թ. Ապրիի 2-ի NԵԱՆԴ1676/02/09 և 2009թ. Մայիսի 8-ի NԵԱՔԴ1538/02/08 վճիռների համաձայն կերակրողը կորցրած անձանց պատճառված վնասի փոխհատուցում,Տրանսֆերտների տրամադրում,9679.2
ՀՀ  աշխատանքի և սոցիալական հարցերի նախարարություն,993017619.4,1205,1205,Սոցիալական ապահովություն,Սոցիալական ապահովության իրավունքի իրականացման ապահովում,Սոցիալական ապահովության իրավունքի իրականացում,140051862.1,12006,Վնասի փոխհատուցում կերակրողը կորցրած անձանց,"ՀՀ քաղաք. գործերով վերաքննիչ դատարանի 05-1680 գործով 15.07.2005թ և 07-3832 գործով 03.11.2007թ, ինչպես նաև Կենտրոն և Նորք Մարաշ վարչ. շրջանների ընդհ. իրավասության 1-ին ատյանի դատարանի 08.06.2012թ NԵԴԿ/1247/02/10/ վճիռների համաձայն կրած վնասի փոխհատուցում",Տրանսֆերտների տրամադրում,3063.6
ՀՀ  աշխատանքի և սոցիալական հարցերի նախարարություն,993017619.4,1205,1205,Սոցիալական ապահովություն,Սոցիալական ապահովության իրավունքի իրականացման ապահովում,Սոցիալական ապահովության իրավունքի իրականացում,140051862.1,12007,"ՀՀ ՊՆ, ՀՀ ԿԱ ԱԱԾ կրտսեր, միջին, ավագ և ՀՀ ԿԱ ՀՀ ոստիկանության միջին, ավագ, գլխավոր սպայական անձնակազմին սոցիալական աջակցություն","ՀՀ ՊՆ, ՀՀ ԿԱ ԱԱԾ կրտսեր, միջին, ավագ և ՀՀ ԿԱ ՀՀ ոստիկանության միջին, ավագ և գլխավոր սպայական անձնակազմին տրամադրաված սպառողական վարկերի տոկոսագումարների մասնակի փոխհատուցում",Տրանսֆերտների տրամադրում,299.7
ՀՀ  աշխատանքի և սոցիալական հարցերի նախարարություն,993017619.4,1205,1205,Սոցիալական ապահովություն,Սոցիալական ապահովության իրավունքի իրականացման ապահովում,Սոցիալական ապահովության իրավունքի իրականացում,140051862.1,12009,Հայաստանի Հանրապետության պաշտպանության ժամանակ զինծառայողների կյանքին կամ առողջությանը պատճառված վնասների հատուցում,Հայաստանի Հանրապետության պաշտպանության ժամանակ զինծառայողների կյանքին կամ առողջությանը պատճառված վնասների հատուցում,Տրանսֆերտների տրամադրում,56300000.0
ՀՀ  աշխատանքի և սոցիալական հարցերի նախարարություն,993017619.4,1205,1205,Սոցիալական ապահովություն,Սոցիալական ապահովության իրավունքի իրականացման ապահովում,Սոցիալական ապահովության իրավունքի իրականացում,140051862.1,12012,ՀՀ ՊՆ զինվորական կոչում ունեցող անձնակազմին   սոցիալական աջակցություն,ՀՀ ՊՆ զինվորական կոչում ունեցող անձնակազմին տրամադրված սպառողական վարկերի տոկոսագումարների մասնակի փոխհատուցում,Տրանսֆերտների տրամադրում,19.6
ՀՀ  աշխատանքի և սոցիալական հարցերի նախարարություն,993017619.4,1205,1205,Սոցիալական ապահովություն,Սոցիալական ապահովության իրավունքի իրականացման ապահովում,Սոցիալական ապահովության իրավունքի իրականացում,140051862.1,12029,Անկանխիկ եղանակով վճարումներից կենսաթոշակառուներին հետվճարի տրամադրում,Անկանխիկ եղանակով վճարումներից կենսաթոշակառուներին հետվճարի տրամադրում՛ պետություն-մասնավոր սոցիալական փոխգործակցության միջոցառման շրջանակում,Տրանսֆերտների տրամադրում,20031800.0
ՀՀ  աշխատանքի և սոցիալական հարցերի նախարարություն,993017619.4,1225,1225,Ճգնաժամերի հակազդման և արտակարգ իրավիճակների հետևանքների նվազեցման և վերացման նպատակով՛ առանձին սոցիալական խմբերին տրվող սոցիալական աջակցություն,Օժանդակել ճգնաժամերի հակազդման և արտակարգ իրավիճակների հետևանքով ընտանիքների առջև ծառացած սոցիալական խնդիրների բացասական հետևանքների մեղմմանը,Ճգնաժամերի հակազդման և արտակարգ իրավիճակների առաջացրած սոցիալական խնդիրների բացասական հետևանքները մեղմելու նպատակով ընտանիքներին դրամական աջակցության տրամադրում,55000000.0,12018,Ղարաբաղից բռնի տեղահանվածներին օժանդակելու համար աջակցություն,Ղարաբաղից բռնի տեղահանվածներին  սոցիալական աջակցության տրամադրում և բնակարանային ապահովության խնդրի լուծում,Տրանսֆերտների տրամադրում,55000000.0
ՀՀ բարձր տեխնոլոգիական արդյունաբերության նախարարություն,37351927.2,1043,1043,Բարձր տեխնոլոգիական արդյունաբերության էկոհամակարգի և շուկայի զարգացման ծրագիր,Բարձր տեխնոլոգիաների ենթակառուցվածքների բարելավում,Բարձր տեխնոլոգիաների ոլորտի աճ,22010859.2,11004,Տեխնոլոգիական կարողությունների և հմտությունների զարգացում,"Տեխնոլոգիական դասընթացների միջոցով ՀՀ մարզերում մասսայական ուսուցում, աջակցություն ուսանողների և շահագրգիռ կողմերի գործնական հմտությունների կատերելագործմանը, տեխնոլոգիական ընկերությունների կարողությունների և հմտությունների զարգացմանը:",Ծառայությունների մատուցում,213000.0
ՀՀ բարձր տեխնոլոգիական արդյունաբերության նախարարություն,37351927.2,1043,1043,Բարձր տեխնոլոգիական արդյունաբերության էկոհամակարգի և շուկայի զարգացման ծրագիր,Բարձր տեխնոլոգիաների ենթակառուցվածքների բարելավում,Բարձր տեխնոլոգիաների ոլորտի աճ,22010859.2,11007,Շուկաների զարգացում և միջազգային համագործակցություն,Հայկական ընկերությունների հետ համատեղ միջազգային և երկկողմ բիզնես ֆորումների կազմակերպում՛ ապրանքների և ծառայությունների թիրախավորված վաճառքի խթանման նպատակով,Ծառայությունների մատուցում,344956.0
ՀՀ բարձր տեխնոլոգիական արդյունաբերության նախարարություն,37351927.2,1043,1043,Բարձր տեխնոլոգիական արդյունաբերության էկոհամակարգի և շուկայի զարգացման ծրագիր,Բարձր տեխնոլոգիաների ենթակառուցվածքների բարելավում,Բարձր տեխնոլոգիաների ոլորտի աճ,22010859.2,11009,Ձեռներեցության տեխնոլոգիական էկոհամակարգ,"Ձեռնարկատիրական (գիտական և տեխնոլոգիական հիմքով) կրթության բարելավման, ստարտափերի զարգացման համար անհրաժեշտ ենթակառուցվածքների, ինչպես նաև դեպի հայաստանյան տեխնոլոգիական համակարգ գիտելիքի ներհոսքի ապահովման ծառայություններ",Ծառայությունների մատուցում,968000.0
ՀՀ բարձր տեխնոլոգիական արդյունաբերության նախարարություն,37351927.2,1043,1043,Բարձր տեխնոլոգիական արդյունաբերության էկոհամակարգի և շուկայի զարգացման ծրագիր,Բարձր տեխնոլոգիաների ենթակառուցվածքների բարելավում,Բարձր տեխնոլոգիաների ոլորտի աճ,22010859.2,11018,Պետական աջակցություն տեղեկատվական տեխնոլոգիաների ոլորտում գործունեություն իրականացնող առևտրային կազմակերպություններին և անհատ ձեռնարկատերերին,Տեղեկատվական տեխնոլոգիաների ոլորտում գործունեություն իրականացնող առևտրային կազմակերպություններին և անհատ ձեռնարկատերերին պետական աջակցության տրամադրում,Ծառայությունների մատուցում,19470500.0
ՀՀ բարձր տեխնոլոգիական արդյունաբերության նախարարություն,37351927.2,1043,1043,Բարձր տեխնոլոգիական արդյունաբերության էկոհամակարգի և շուկայի զարգացման ծրագիր,Բարձր տեխնոլոգիաների ենթակառուցվածքների բարելավում,Բարձր տեխնոլոգիաների ոլորտի աճ,22010859.2,11020,Թվային ծառայությունների ձեռքբերում,Պետական գերատեսչությունների համար միասնական թվային ծառայությունների ձեռքբերում,Ծառայությունների մատուցում,702000.0
ՀՀ բարձր տեխնոլոգիական արդյունաբերության նախարարություն,37351927.2,1043,1043,Բարձր տեխնոլոգիական արդյունաբերության էկոհամակարգի և շուկայի զարգացման ծրագիր,Բարձր տեխնոլոգիաների ենթակառուցվածքների բարելավում,Բարձր տեխնոլոգիաների ոլորտի աճ,22010859.2,11021,Երկրի հեռակա դիտարկման տեխնոլոգիաների զարգացման ապահովման նպատակով  արբանյակի սպասարկման և այլ ծառայություններ,"Արբանյակի և երկրային կառավարման կենտրոնի ծրագրային ապահովման նպատակով թարմացման ծառայությունների ձեռքբերում, արտերկրի ընդունիչ կայանների միջոցով ՀՀ արբանյակից տվյալներ ստանալու ծառայությունների ձեռք բերում",Ծառայությունների մատուցում,193643.2
ՀՀ բարձր տեխնոլոգիական արդյունաբերության նախարարություն,37351927.2,1043,1043,Բարձր տեխնոլոգիական արդյունաբերության էկոհամակարգի և շուկայի զարգացման ծրագիր,Բարձր տեխնոլոգիաների ենթակառուցվածքների բարելավում,Բարձր տեխնոլոգիաների ոլորտի աճ,22010859.2,11024,Հայաստանի բարձր տեխնոլոգիաների ոլորտի զարգացման ռազմավարական ծրագրի մշակում,Հաշվի առնելով ընտրված տեխնոլոգիական ուղղությունները՛ բարձր տեխնոլոգիաների ոլորտի զարգացման երկարաժամկետ տեսլականի և ռազմավարական նպատակների սահմանում,Ծառայությունների մատուցում,18760.0
ՀՀ բարձր տեխնոլոգիական արդյունաբերության նախարարություն,37351927.2,1043,1043,Բարձր տեխնոլոգիական արդյունաբերության էկոհամակարգի և շուկայի զարգացման ծրագիր,Բարձր տեխնոլոգիաների ենթակառուցվածքների բարելավում,Բարձր տեխնոլոգիաների ոլորտի աճ,22010859.2,11025,Հայաստանի նորորարական էկոհամակարգի զարգացման ծառայություններ,Աջակցություն Հայաստանի նորորարական էկոհամակարգի զարգացմանը,Ծառայությունների մատուցում,100000.0
ՀՀ բարձր տեխնոլոգիական արդյունաբերության նախարարություն,37351927.2,1100,1100,"Բարձր տեխնոլոգիական արդյունաբերության բնագավառում պետական քաղաքականության մշակում, ծրագրերի համակարգում և մոնիտորինգ","Բարձր տեխնոլոգիական ոլորտում պետական քաղաքականության մշակում, ծրագրերի համակարգում",Բարձր տեխնոլոգիական արդյունաբերության բնագավառում  իրականացվող ծրագրերի ազդեցության և արդյունավետության բարելավում,1320934.1,11001,"Բարձր տեխնոլոգիաների, ռազմարդյունաբերության, թվայնացման, կիբեռանվտանգության, ինովացիոն տեխնոլոգիաների, կապի, փոստի, համացանցի և տիեզերական  բնագավառներում պետական քաղաքականության մշակում,  ծրագրերի համակարգում և մոնիտորինգ","Բարձր տխնոլոգիաների, ռազմարդյունաբերության, թվայնացման, կիբ.անվտանգության, ինովացիոն տեխ-ների, կապի, փոստի, համացանցի և տիեզերական  բնագավառներում պետական քաղաքականության մշակում, մոնիտորինգի և աջակց. ծառայություններ, ծրագրերի համակարգում",Ծառայությունների մատուցում,1050631.8
ՀՀ բարձր տեխնոլոգիական արդյունաբերության նախարարություն,37351927.2,1100,1100,"Բարձր տեխնոլոգիական արդյունաբերության բնագավառում պետական քաղաքականության մշակում, ծրագրերի համակարգում և մոնիտորինգ","Բարձր տեխնոլոգիական ոլորտում պետական քաղաքականության մշակում, ծրագրերի համակարգում",Բարձր տեխնոլոգիական արդյունաբերության բնագավառում  իրականացվող ծրագրերի ազդեցության և արդյունավետության բարելավում,1320934.1,11005,"Ռազմարդյունաբերության բնագավառում պետական քաղաքականության մշակում խորհրդատվական, մոնիտորինգի և աջակցության ծառայություններ, ծրագրերի համակարգում","Ոլորտի քաղաքականության, խորհրդատվության, մոնիտորինգի, գնման և աջակցության ծառայություններ",Ծառայությունների մատուցում,270302.3
ՀՀ բարձր տեխնոլոգիական արդյունաբերության նախարարություն,37351927.2,1164,1164,Հեռահաղորդակցության ապահովում,"Անխափան ռադիոկապի, հեռախոսային կապի և հեռուստառադիոհեռարձակման ապահովում","Ռադիոկապի, հեռախոսային կապի և հեռուստառադիոհեռարձակման որակի բարելավում",963369.9,11001,Հեռահաղորդակցության և կապի կանոնակարգում,"ՀՀ հաճախությունների բաշխումների աղյուսակի կազմում, ՌԷՄ-ի և ԲՀՍ-ի տեղադրման, փորձաքննության և չափումների անցկացում,  եթերի խանգարման աղբյուրների հայտնաբերում և վերացում",Ծառայությունների մատուցում,492864.0
ՀՀ բարձր տեխնոլոգիական արդյունաբերության նախարարություն,37351927.2,1164,1164,Հեռահաղորդակցության ապահովում,"Անխափան ռադիոկապի, հեռախոսային կապի և հեռուստառադիոհեռարձակման ապահովում","Ռադիոկապի, հեռախոսային կապի և հեռուստառադիոհեռարձակման որակի բարելավում",963369.9,11002,Թվային հեռուստահեռարձակման ապահովման ծառայություններ,Հայաստանի Հանրապետությունում թվային հեռուստահեռարձակման ապահովման շրջանակներում հանրապետական սփռման մուլտիպլեքսի արբանյակային տարածման համար արբանյակային ունակության վարձակալում,Ծառայությունների մատուցում,79545.9
ՀՀ բարձր տեխնոլոգիական արդյունաբերության նախարարություն,37351927.2,1164,1164,Հեռահաղորդակցության ապահովում,"Անխափան ռադիոկապի, հեռախոսային կապի և հեռուստառադիոհեռարձակման ապահովում","Ռադիոկապի, հեռախոսային կապի և հեռուստառադիոհեռարձակման որակի բարելավում",963369.9,11004,Տվյալների փոխանակման միջգերատեսչական կապի ապահովում,Հայաստանի Հանրապետությունում պետական մարմինների  տվյալների փոխանակման կապի ապահովում և սպասարկում,Ծառայությունների մատուցում,140960.0
ՀՀ բարձր տեխնոլոգիական արդյունաբերության նախարարություն,37351927.2,1164,1164,Հեռահաղորդակցության ապահովում,"Անխափան ռադիոկապի, հեռախոսային կապի և հեռուստառադիոհեռարձակման ապահովում","Ռադիոկապի, հեռախոսային կապի և հեռուստառադիոհեռարձակման որակի բարելավում",963369.9,11005,Տեսալսողական մեդիա ոլորտի կարգավորում,"Տեսալսողական մեդիա ոլորտի ուսումնասիրություն՛ առկա բովանդակության, խոսույթների և խնդիրների վերլուծություն, տեսալսողական հաղորդումների արդյունավետության մշտադիտարկում",Ծառայությունների մատուցում,250000.0
ՀՀ բարձր տեխնոլոգիական արդյունաբերության նախարարություն,37351927.2,1220,1220,Ռազմարդյունաբերության համալիրի զարգացում,"Նոր արտադրությունների հիմնում, ներկրման և արտադրության  մեխանիզմի ստեղծում",Ռազմարդյունաբերության համալիրի զարգացում,4974639.9,11001,Ռազմական նշանակության հատուկ գիտահետազոտական և փորձակոնստրուկտորական աշխատանքներ,ՀՀ պաշտպանության և անվտանգության համակարգերի ապահովման և նոր նմուշների ստեղծման նպատակով գիտահետազոտական և փորձակոնստրուկտորական աշխատանքների իրականացում,Ծառայությունների մատուցում,3561878.9
ՀՀ բարձր տեխնոլոգիական արդյունաբերության նախարարություն,37351927.2,1220,1220,Ռազմարդյունաբերության համալիրի զարգացում,"Նոր արտադրությունների հիմնում, ներկրման և արտադրության  մեխանիզմի ստեղծում",Ռազմարդյունաբերության համալիրի զարգացում,4974639.9,11003,Փորձանմուշների արտադրություն,"Զորային և պետական փորձարկումների համար նախատեսված ռազմարդյունաբերական փորձանմուշների համար անհրաժեշտ հումքի, նյութերի, բաղկացուցիչների արտադրության կազմակերպում",Ծառայությունների մատուցում,1287761.0
ՀՀ բարձր տեխնոլոգիական արդյունաբերության նախարարություն,37351927.2,1220,1220,Ռազմարդյունաբերության համալիրի զարգացում,"Նոր արտադրությունների հիմնում, ներկրման և արտադրության  մեխանիզմի ստեղծում",Ռազմարդյունաբերության համալիրի զարգացում,4974639.9,11004,Ռազմարդյունաբերության ոլորտի մասնագիտական կադրերի ուսուցում և վերապատրաստում,Ռազմարդյունաբերության ոլորտի մասնագիտական կադրերի որակավորման բարձրացում,Ծառայությունների մատուցում,25000.0
ՀՀ բարձր տեխնոլոգիական արդյունաբերության նախարարություն,37351927.2,1220,1220,Ռազմարդյունաբերության համալիրի զարգացում,"Նոր արտադրությունների հիմնում, ներկրման և արտադրության  մեխանիզմի ստեղծում",Ռազմարդյունաբերության համալիրի զարգացում,4974639.9,11005,Պաշտպանական արդյունաբերության միջազգային ցուցահանդեսների կազմակերպում և իրականացում,"Պաշտպանական արդյունաբերության ոլորտում միջազգայինցուցահանդեսների կազմակերպմամբ ոլորտի զարգացման նպաստում, միջազգային համագործակցության խորացում ևհայկական արտադրանքիներկայացում",Ծառայությունների մատուցում,100000.0
ՀՀ բարձր տեխնոլոգիական արդյունաբերության նախարարություն,37351927.2,1235,1235,Թվային փոխակերպման գործընթացի իրականացում,Պետական մարմինների կողմից իրականացվող թվային փոխակերպման միջոցառումների ֆինանսավորում,Թվային ծառայությունների և համակարգերի ներդրում,8082124.1,11001,"Տեղեկատվական անվտանգության, Էլեկտրոնային կառավարման համակարգի ներդրման և զարգացման ոլորտներում քաղաքականության իրականացում","Հանրապետության պետական մարմինների կողմից կիրառվող էլեկտրոնային կառավարման համակարգերի և տեղեկատվության փոխանակման գործընթացների արդյունավետության և անվտանգության ապահովում, առաջնահերթությունների և նպատակների ձևավորման աջակցություն",Ծառայությունների մատուցում,1014382.0
ՀՀ բարձր տեխնոլոգիական արդյունաբերության նախարարություն,37351927.2,1235,1235,Թվային փոխակերպման գործընթացի իրականացում,Պետական մարմինների կողմից իրականացվող թվային փոխակերպման միջոցառումների ֆինանսավորում,Թվային ծառայությունների և համակարգերի ներդրում,8082124.1,11007,Կայունացման և զարգացման եվրասիական հիմնադրամի աջակցությամբ իրականացվող «ՀՀ հանրային հատվածի ֆինանսական հաշվետվությունների որակի բարձրացում» դրամաշնորհային ծրագրի համակարգում և կառավարում,"«ՀՀ հանրային հատվածի ֆինանսական հաշվետվությունների որակի բարձրացում» դրամաշնորհային ծրագրի նախագծման, մշակման գործընթացի կառավարում",Ծառայությունների մատուցում,53059.7
ՀՀ բարձր տեխնոլոգիական արդյունաբերության նախարարություն,37351927.2,1235,1235,Թվային փոխակերպման գործընթացի իրականացում,Պետական մարմինների կողմից իրականացվող թվային փոխակերպման միջոցառումների ֆինանսավորում,Թվային ծառայությունների և համակարգերի ներդրում,8082124.1,31001,Միասնական թվային միջավայրի ձևավորում,Թվային փոխակերպման գործընթացի շրջանակներում թվայնացման համակարգերի ներդրում և կայքերի արդիականացում,Պետական մարմինների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,5000000.0
ՀՀ բարձր տեխնոլոգիական արդյունաբերության նախարարություն,37351927.2,1235,1235,Թվային փոխակերպման գործընթացի իրականացում,Պետական մարմինների կողմից իրականացվող թվային փոխակերպման միջոցառումների ֆինանսավորում,Թվային ծառայությունների և համակարգերի ներդրում,8082124.1,31002,Կայունացման և զարգացման եվրասիական հիմնադրամի  աջակցությամբ իրականացվող «ՀՀ հանրային հատվածի ֆինանսական հաշվետվությունների որակի բարձրացում» դրամաշնորհային ծրագրի շրջանակներում հանրային հատվածի հաշվապահական մոդուլի մշակում,«ՀՀ հանրային հատվածի ֆինանսական հաշվետվությունների որակի բարձրացում» դրամաշնորհային ծրագրի շրջանակներում հանրային հատվածի հաշվապահական մոդուլի մշակում,Պետական մարմինների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,502096.9
ՀՀ բարձր տեխնոլոգիական արդյունաբերության նախարարություն,37351927.2,1235,1235,Թվային փոխակերպման գործընթացի իրականացում,Պետական մարմինների կողմից իրականացվող թվային փոխակերպման միջոցառումների ֆինանսավորում,Թվային ծառայությունների և համակարգերի ներդրում,8082124.1,32001,Ռուսաստանի Դաշնության կողմից Հայաստանի Հանրապետությանն անհատույց ֆինանսական օգնության դրամաշնորհային ծրագիր շրջանակներում ԿՖԿՏՀ ներդրում,ՀՀ ֆինանսների նախարարության և ՌԴ ֆինանսների նախարարության միջև` Ռուսաստանի Դաշնության կողմից ՀՀ անհատույց ֆինանսական օգնության դրամաշնորհային ծրագրի շրջանակներում Կառավարության ֆինանսական կառավարման տեղեկատվական համակարգերի ներդրում,Այլ պետական կազմակերպությունների կողմից օգտագործվող ոչ ֆինանսական ակտիվների հետ գործառնություններ,1512585.5
